make,model,vehicleclass,enginesize,cylinders,transmission,fueltype,cityconsumption,hwyconsumption,combconsumption,combmpg,co2emission
Chevrolet,Express 3500 Passenger,Van Passenger,4.8,8,Automatic 6 Speed,Regular Gasoline,21.3,14.3,18.2,16,419
Chevrolet,Express 3500 Passenger,Van Passenger,6,8,Automatic 6 Speed,Regular Gasoline,22.1,15,18.9,15,435
Chevrolet,Express 3500 Passenger,Van Passenger,6,8,Automatic 6 Speed,Ethanol E85,30.2,20.5,25.8,11,413
Chevrolet,Impala,Full Size,2.5,4,Automatic Select Shift 6 Speed,Regular Gasoline,11.3,7.5,9.6,29,221
Chevrolet,Impala,Full Size,3.6,6,Automatic Select Shift 6 Speed,Regular Gasoline,12.6,8.2,10.6,27,244
Chevrolet,Impala,Full Size,3.6,6,Automatic Select Shift 6 Speed,Ethanol E85,16.7,11.3,14.3,20,229
Chevrolet,Impala Eco,Full Size,2.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,10,7,8.7,32,200
Chevrolet,Malibu,Mid Size,2,4,Automatic Select Shift 6 Speed,Premium Gasoline,11.5,7.9,9.9,29,228
Chevrolet,Malibu,Mid Size,2.5,4,Automatic Select Shift 6 Speed,Regular Gasoline,9.3,6.4,8,35,184
Chevrolet,Orlando,SUV Small,2.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,12.2,8.6,10.6,27,244
Chevrolet,Orlando,SUV Small,2.4,4,Manual 6 Speed,Regular Gasoline,11.8,8.3,10.2,28,235
Chevrolet,Silverado,Pickup Truck Standard,4.3,6,Automatic 6 Speed,Regular Gasoline,13.4,9.9,11.8,24,271
Chevrolet,Silverado,Pickup Truck Standard,4.3,6,Automatic 6 Speed,Ethanol E85,18.9,14.2,16.8,17,269
Chevrolet,Silverado,Pickup Truck Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,14.6,10.3,12.7,22,292
Chevrolet,Silverado,Pickup Truck Standard,5.3,8,Automatic 6 Speed,Ethanol E85,19.5,13.7,16.9,17,270
Chevrolet,Silverado,Pickup Truck Standard,6.2,8,Automatic 6 Speed,Premium Gasoline,16.3,11.4,14.1,20,324
Chevrolet,Silverado 4Wd,Pickup Truck Standard,4.3,6,Automatic 6 Speed,Regular Gasoline,14.2,10.6,12.6,22,290
Chevrolet,Silverado 4Wd,Pickup Truck Standard,4.3,6,Automatic 6 Speed,Ethanol E85,20,15.1,17.8,16,285
Chevrolet,Silverado 4Wd,Pickup Truck Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,14.9,10.6,13,22,299
Chevrolet,Silverado 4Wd,Pickup Truck Standard,5.3,8,Automatic 6 Speed,Ethanol E85,19.9,14.2,17.3,16,277
Chevrolet,Silverado 4Wd,Pickup Truck Standard,6.2,8,Automatic 6 Speed,Premium Gasoline,16.4,11.7,14.3,20,329
Chevrolet,Sonic,Compact,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,9.1,6.7,8,35,184
Chevrolet,Sonic,Compact,1.4,4,Manual 6 Speed,Regular Gasoline,8.5,6.2,7.5,38,173
Chevrolet,Sonic,Compact,1.8,4,Automatic Select Shift 6 Speed,Regular Gasoline,9.6,6.6,8.3,34,191
Chevrolet,Sonic,Compact,1.8,4,Manual 5 Speed,Regular Gasoline,8.9,6.7,7.9,36,182
Chevrolet,Sonic Rs,Compact,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,9.4,7,8.3,34,191
Chevrolet,Sonic Rs,Compact,1.4,4,Manual 6 Speed,Regular Gasoline,8.8,7,8,35,184
Chevrolet,Sonic 5,Mid Size,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,9.1,6.7,8,35,184
Chevrolet,Sonic 5,Mid Size,1.4,4,Manual 6 Speed,Regular Gasoline,8.5,6.2,7.5,38,172
Chevrolet,Sonic 5,Mid Size,1.8,4,Automatic Select Shift 6 Speed,Regular Gasoline,9.6,6.6,8.3,34,191
Chevrolet,Sonic 5,Mid Size,1.8,4,Manual 5 Speed,Regular Gasoline,8.9,6.7,7.9,36,182
Chevrolet,Sonic 5 Rs,Mid Size,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,9.4,7,8.3,34,191
Chevrolet,Sonic 5 Rs,Mid Size,1.4,4,Manual 6 Speed,Regular Gasoline,8.8,7,8,35,184
Chevrolet,Spark,Subcompact,1.2,4,Continuously Variable,Regular Gasoline,7.7,6,6.9,41,159
Chevrolet,Spark,Subcompact,1.2,4,Manual 5 Speed,Regular Gasoline,7.6,6,6.9,41,159
Chevrolet,Suburban,SUV Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,16,11.1,13.8,20,317
Chevrolet,Suburban,SUV Standard,5.3,8,Automatic 6 Speed,Ethanol E85,21.5,14.6,18.4,15,294
Chevrolet,Suburban 4Wd,SUV Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,16,11.1,13.8,20,317
Chevrolet,Suburban 4Wd,SUV Standard,5.3,8,Automatic 6 Speed,Ethanol E85,21.5,14.6,18.4,15,294
Chevrolet,Tahoe,SUV Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,16,11.1,13.8,20,317
Chevrolet,Tahoe,SUV Standard,5.3,8,Automatic 6 Speed,Ethanol E85,21.5,14.6,18.4,15,294
Chevrolet,Tahoe 4Wd,SUV Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,16,11.1,13.8,20,317
Chevrolet,Tahoe 4Wd,SUV Standard,5.3,8,Automatic 6 Speed,Ethanol E85,21.5,14.6,18.4,15,294
Chevrolet,Traverse,SUV Standard,3.6,6,Automatic 6 Speed,Regular Gasoline,14.3,9.9,12.3,23,283
Chevrolet,Traverse Awd,SUV Standard,3.6,6,Automatic 6 Speed,Regular Gasoline,14.6,10.2,12.6,22,290
Chevrolet,Trax,SUV Small,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,9.4,7.1,8.4,34,193
Chevrolet,Trax,SUV Small,1.4,4,Manual 6 Speed,Regular Gasoline,9.1,6.8,8.1,35,186
Chevrolet,Trax Awd,SUV Small,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,10,7.8,9,31,207
Chrysler,300,Full Size,3.6,6,Automatic 8 Speed,Regular Gasoline,12.4,7.7,10.3,27,237
Chrysler,200 Convertible,Compact,2.4,4,Automatic 4 Speed,Regular Gasoline,11.7,8.2,10.1,28,232
Chrysler,200 Convertible,Compact,2.4,4,Automatic 6 Speed,Regular Gasoline,12.9,8.1,10.7,26,246
Chrysler,200 Convertible Ffv,Compact,3.6,6,Automatic 6 Speed,Regular Gasoline,12.5,8.1,10.5,27,242
Chrysler,200 Convertible Ffv,Compact,3.6,6,Automatic 6 Speed,Ethanol E85,17,11.2,14.4,20,230
Chrysler,200 Sedan,Mid Size,2.4,4,Automatic 4 Speed,Regular Gasoline,11.2,8,9.8,29,225
Chrysler,200 Sedan,Mid Size,2.4,4,Automatic 6 Speed,Regular Gasoline,12,7.6,10,28,230
Chrysler,200 Sedan Ffv,Mid Size,3.6,6,Automatic 6 Speed,Regular Gasoline,12.5,8.1,10.5,27,242
Chrysler,200 Sedan Ffv,Mid Size,3.6,6,Automatic 6 Speed,Ethanol E85,17,11.2,14.4,20,230
Chrysler,300 (Mds),Full Size,5.7,8,Automatic 5 Speed,Regular Gasoline,15.8,9.2,12.8,22,294
Chrysler,300 Awd,Full Size,3.6,6,Automatic 8 Speed,Regular Gasoline,12.8,8.6,10.9,26,251
Chrysler,300 Awd (Mds),Full Size,5.7,8,Automatic 5 Speed,Regular Gasoline,16.1,10,13.4,21,308
Chrysler,300 Awd Ffv,Full Size,3.6,6,Automatic 8 Speed,Regular Gasoline,12.8,8.6,10.9,26,251
Chrysler,300 Awd Ffv,Full Size,3.6,6,Automatic 8 Speed,Ethanol E85,17.3,11.7,14.8,19,237
Chrysler,300 Ffv,Full Size,3.6,6,Automatic 8 Speed,Regular Gasoline,12.4,7.7,10.3,27,237
Chrysler,300 Ffv,Full Size,3.6,6,Automatic 8 Speed,Ethanol E85,16.8,10.3,13.9,20,222
Chrysler,300 Srt (Mds),Full Size,6.4,8,Automatic 5 Speed,Premium Gasoline,16.7,10.3,13.8,20,317
Chrysler,Town & Country Ffv,Minivan,3.6,6,Automatic 6 Speed,Regular Gasoline,14.1,9.5,12,24,276
Chrysler,Town & Country Ffv,Minivan,3.6,6,Automatic 6 Speed,Ethanol E85,19.7,13.3,16.8,17,269
Dodge,Avenger,Mid Size,2.4,4,Automatic 4 Speed,Regular Gasoline,11.2,8,9.8,29,225
Dodge,Avenger,Mid Size,2.4,4,Automatic 6 Speed,Regular Gasoline,12,7.6,10,28,230
Dodge,Avenger Ffv,Mid Size,3.6,6,Automatic 6 Speed,Regular Gasoline,12.5,8.1,10.5,27,242
Dodge,Avenger Ffv,Mid Size,3.6,6,Automatic 6 Speed,Ethanol E85,17,11.2,14.4,20,230
Dodge,Challenger,Mid Size,3.6,6,Automatic 5 Speed,Regular Gasoline,13.2,8.7,11.2,25,258
Dodge,Challenger,Mid Size,5.7,8,Manual 6 Speed,Regular Gasoline,15.6,10,13.1,22,301
Dodge,Challenger (Mds),Mid Size,5.7,8,Automatic 5 Speed,Regular Gasoline,15.8,9.2,12.8,22,294
Dodge,Challenger Srt,Mid Size,6.4,8,Manual 6 Speed,Premium Gasoline,16.8,10.4,13.9,20,320
Dodge,Challenger Srt (Mds),Mid Size,6.4,8,Automatic 5 Speed,Premium Gasoline,16.7,10.3,13.8,20,317
Dodge,Charger,Full Size,3.6,6,Automatic 5 Speed,Regular Gasoline,13.2,8.7,11.2,25,258
Dodge,Charger,Full Size,3.6,6,Automatic 8 Speed,Regular Gasoline,12.4,7.7,10.3,27,237
Dodge,Charger (Mds),Full Size,5.7,8,Automatic 5 Speed,Regular Gasoline,15.8,9.2,12.8,22,294
Dodge,Charger Awd,Full Size,3.6,6,Automatic 8 Speed,Regular Gasoline,12.8,8.6,10.9,26,251
Dodge,Charger Awd (Mds),Full Size,5.7,8,Automatic 5 Speed,Regular Gasoline,16.1,10,13.4,21,308
Dodge,Charger Awd Ffv,Full Size,3.6,6,Automatic 8 Speed,Regular Gasoline,12.8,8.6,10.9,26,251
Dodge,Charger Awd Ffv,Full Size,3.6,6,Automatic 8 Speed,Ethanol E85,17.3,11.7,14.8,19,237
Dodge,Charger Ffv,Full Size,3.6,6,Automatic 5 Speed,Regular Gasoline,13.2,8.7,11.2,25,258
Dodge,Charger Ffv,Full Size,3.6,6,Automatic 5 Speed,Ethanol E85,18.3,12.6,15.7,18,251
Dodge,Charger Ffv,Full Size,3.6,6,Automatic 8 Speed,Regular Gasoline,12.3,7.6,10.2,28,235
Dodge,Charger Ffv,Full Size,3.6,6,Automatic 8 Speed,Ethanol E85,16.8,10.3,13.9,20,222
Dodge,Charger Srt (Mds),Full Size,6.4,8,Automatic 5 Speed,Premium Gasoline,16.7,10.3,13.8,20,317
Dodge,Dart,Mid Size,2,4,Manual 6 Speed,Regular Gasoline,9.4,6.5,8.1,35,186
Dodge,Dart,Mid Size,2.4,4,Automatic 6 Speed,Regular Gasoline,10.1,6.8,8.6,33,198
Dodge,Dart,Mid Size,2.4,4,Manual 6 Speed,Regular Gasoline,10.5,6.7,8.8,32,202
Dodge,Dart Ffv,Mid Size,2,4,Automatic 6 Speed,Regular Gasoline,9.9,7,8.6,33,198
Dodge,Dart Ffv,Mid Size,2,4,Automatic 6 Speed,Ethanol E85,14.2,9.8,12.2,23,195
Dodge,Dart Gt,Mid Size,2.4,4,Automatic 6 Speed,Regular Gasoline,10.6,7.5,9.2,31,212
Dodge,Dart Gt,Mid Size,2.4,4,Manual 6 Speed,Regular Gasoline,10.2,7,8.8,32,202
Dodge,Dart Turbo Aero,Mid Size,1.4,4,Automated Manual 6 Speed,Regular Gasoline,8.4,5.9,7.3,39,168
Dodge,Dart Turbo Aero,Mid Size,1.4,4,Manual 6 Speed,Regular Gasoline,8.5,5.8,7.3,39,168
Dodge,Durango Awd (Mds),SUV Standard,5.7,8,Automatic 8 Speed,Regular Gasoline,17.3,10.8,14.4,20,331
Dodge,Durango Awd Ffv,SUV Standard,3.6,6,Automatic 8 Speed,Regular Gasoline,13.9,9.8,12.1,23,278
Dodge,Durango Awd Ffv,SUV Standard,3.6,6,Automatic 8 Speed,Ethanol E85,17.7,13,15.6,18,250
Dodge,Grand Caravan Ffv,Minivan,3.6,6,Automatic 6 Speed,Regular Gasoline,13.7,9.4,11.8,24,271
Dodge,Grand Caravan Ffv,Minivan,3.6,6,Automatic 6 Speed,Ethanol E85,19.2,13.1,16.5,17,264
Dodge,Journey,SUV Small,2.4,4,Automatic 4 Speed,Regular Gasoline,12.7,9.1,11.1,25,255
Dodge,Journey Awd,SUV Small,3.6,6,Automatic 6 Speed,Regular Gasoline,14.5,9.9,12.4,23,285
Dodge,Journey Ffv,SUV Small,3.6,6,Automatic 6 Speed,Regular Gasoline,14.2,9.4,12,24,276
Dodge,Journey Ffv,SUV Small,3.6,6,Automatic 6 Speed,Ethanol E85,18.9,12.9,16.2,17,259
Fiat,500 Abarth Cabrio,Minicompact,1.4,4,Manual 5 Speed,Regular Gasoline,8.5,6.9,7.8,36,179
Fiat,500 Abarth Hatchback,Minicompact,1.4,4,Manual 5 Speed,Regular Gasoline,8.5,6.9,7.8,36,179
Fiat,500 Cabrio,Minicompact,1.4,4,Automatic 6 Speed,Regular Gasoline,8.7,6.9,7.9,36,182
Fiat,500 Cabrio,Minicompact,1.4,4,Manual 5 Speed,Regular Gasoline,7.9,6.3,7.2,39,166
Fiat,500 Cabrio Turbo,Minicompact,1.4,4,Manual 5 Speed,Regular Gasoline,8.5,6.9,7.8,36,179
Fiat,500 Hatchback,Minicompact,1.4,4,Automatic 6 Speed,Regular Gasoline,8.7,6.9,7.9,36,182
Fiat,500 Hatchback,Minicompact,1.4,4,Manual 5 Speed,Regular Gasoline,7.6,5.9,6.8,42,156
Fiat,500 Hatchback Turbo,Minicompact,1.4,4,Manual 5 Speed,Regular Gasoline,8.5,6.9,7.8,36,179
Fiat,500L Turbo,Station Wagon Small,1.4,4,Automated Manual 6 Speed,Regular Gasoline,10,7.2,8.7,32,200
Fiat,500L Turbo,Station Wagon Small,1.4,4,Manual 6 Speed,Regular Gasoline,9.3,7.2,8.4,34,193
Ford,C-Max Hybrid,Full Size,2,4,Continuously Variable,Regular Gasoline,5.6,6.4,6,47,138
Ford,E150 Van Ffv,Van Cargo,4.6,8,Automatic 4 Speed,Regular Gasoline,17.7,14.4,16.2,17,373
Ford,E150 Van Ffv,Van Cargo,4.6,8,Automatic 4 Speed,Ethanol E85,24.1,19.2,21.9,13,350
Ford,E150 Van Ffv,Van Cargo,5.4,8,Automatic 4 Speed,Regular Gasoline,19.3,14.7,17.2,16,396
Ford,E150 Van Ffv,Van Cargo,5.4,8,Automatic 4 Speed,Ethanol E85,24.9,19.6,22.5,13,360
Ford,E150 Wagon Ffv,Van Passenger,4.6,8,Automatic 4 Speed,Regular Gasoline,18.6,14.6,16.8,17,386
Ford,E150 Wagon Ffv,Van Passenger,4.6,8,Automatic 4 Speed,Ethanol E85,25.5,20,23,12,368
Ford,E350 Wagon,Van Passenger,6.8,10,Automatic 5 Speed,Regular Gasoline,23.9,17.8,21.2,13,488
Ford,E350 Wagon Ffv,Van Passenger,5.4,8,Automatic 4 Speed,Regular Gasoline,20.6,15.5,18.3,15,421
Ford,E350 Wagon Ffv,Van Passenger,5.4,8,Automatic 4 Speed,Ethanol E85,26.7,20.5,23.9,12,382
Ford,Edge,SUV Small,2,4,Automatic 6 Speed,Regular Gasoline,11.3,7.9,9.8,29,225
Ford,Edge,SUV Small,3.5,6,Automatic Select Shift 6 Speed,Regular Gasoline,12.6,8.7,10.8,26,248
Ford,Edge Awd,SUV Small,3.5,6,Automatic Select Shift 6 Speed,Regular Gasoline,13.3,9.3,11.5,25,264
Ford,Edge Awd,SUV Small,3.7,6,Automatic Select Shift 6 Speed,Regular Gasoline,13.7,10.4,12.2,23,281
Ford,Escape,SUV Small,1.6,4,Automatic Select Shift 6 Speed,Regular Gasoline,10.4,7.4,9.1,31,209
Ford,Escape,SUV Small,2,4,Automatic Select Shift 6 Speed,Regular Gasoline,10.9,8,9.6,29,221
Ford,Escape,SUV Small,2.5,4,Automatic Select Shift 6 Speed,Regular Gasoline,10.9,7.5,9.4,30,216
Ford,Escape Awd,SUV Small,1.6,4,Automatic Select Shift 6 Speed,Regular Gasoline,10.5,7.9,9.3,30,214
Ford,Escape Awd,SUV Small,2,4,Automatic Select Shift 6 Speed,Regular Gasoline,11.2,8.5,10,28,230
Ford,Expedition 4X4 Ffv,SUV Standard,5.4,8,Automatic 6 Speed,Regular Gasoline,18.2,13.3,16,18,368
Ford,Expedition 4X4 Ffv,SUV Standard,5.4,8,Automatic 6 Speed,Ethanol E85,24.5,18,21.6,13,346
Ford,Explorer,SUV Standard,2,4,Automatic 6 Speed,Regular Gasoline,11.8,8.3,10.2,28,235
Ford,Explorer Awd,SUV Standard,3.5,6,Automatic Select Shift 6 Speed,Regular Gasoline,14.8,10.7,13,22,299
Ford,Explorer Ffv,SUV Standard,3.5,6,Automatic Select Shift 6 Speed,Regular Gasoline,13.7,9.7,11.9,24,274
Ford,Explorer Ffv,SUV Standard,3.5,6,Automatic Select Shift 6 Speed,Ethanol E85,18.3,12.9,15.9,18,254
Ford,Explorer Ffv Awd,SUV Standard,3.5,6,Automatic Select Shift 6 Speed,Regular Gasoline,14.3,10.3,12.5,23,288
Ford,Explorer Ffv Awd,SUV Standard,3.5,6,Automatic Select Shift 6 Speed,Ethanol E85,18.9,13.9,16.7,17,267
Ford,F-150,Pickup Truck Standard,3.5,6,Automatic 6 Speed,Regular Gasoline,14.5,10.6,12.7,22,292
Ford,F-150,Pickup Truck Standard,3.5,6,Automatic Select Shift 6 Speed,Regular Gasoline,14.6,10.6,12.8,22,294
Ford,F-150,Pickup Truck Standard,6.2,8,Automatic Select Shift 6 Speed,Regular Gasoline,18.3,12.9,15.9,18,366
Ford,F-150 4X4,Pickup Truck Standard,3.5,6,Automatic 6 Speed,Regular Gasoline,15.9,11.3,13.8,20,317
Ford,F-150 4X4,Pickup Truck Standard,3.5,6,Automatic Select Shift 6 Speed,Regular Gasoline,15.4,11,13.4,21,308
Ford,F-150 4X4,Pickup Truck Standard,6.2,8,Automatic Select Shift 6 Speed,Regular Gasoline,20.1,14.4,17.5,16,402
Ford,F-150 Ffv,Pickup Truck Standard,3.7,6,Automatic 6 Speed,Regular Gasoline,14,10.3,12.3,23,283
Ford,F-150 Ffv,Pickup Truck Standard,3.7,6,Automatic 6 Speed,Ethanol E85,18.8,13.7,16.5,17,264
Ford,F-150 Ffv,Pickup Truck Standard,3.7,6,Automatic Select Shift 6 Speed,Regular Gasoline,14,10.3,12.3,23,283
Ford,F-150 Ffv,Pickup Truck Standard,3.7,6,Automatic Select Shift 6 Speed,Ethanol E85,18.8,13.7,16.5,17,264
Ford,F-150 Ffv,Pickup Truck Standard,5,8,Automatic 6 Speed,Regular Gasoline,16.4,12.3,14.6,19,336
Ford,F-150 Ffv,Pickup Truck Standard,5,8,Automatic 6 Speed,Ethanol E85,22.1,16.7,19.7,14,315
Ford,F-150 Ffv,Pickup Truck Standard,5,8,Automatic Select Shift 6 Speed,Regular Gasoline,16.4,12.3,14.6,19,336
Ford,F-150 Ffv,Pickup Truck Standard,5,8,Automatic Select Shift 6 Speed,Ethanol E85,22.1,16.7,19.7,14,315
Ford,F-150 Ffv 4X4,Pickup Truck Standard,3.7,6,Automatic 6 Speed,Regular Gasoline,15,11.4,13.4,21,308
Ford,F-150 Ffv 4X4,Pickup Truck Standard,3.7,6,Automatic 6 Speed,Ethanol E85,20.2,15.3,18,16,288
Ford,F-150 Ffv 4X4,Pickup Truck Standard,3.7,6,Automatic Select Shift 6 Speed,Regular Gasoline,15,11.4,13.4,21,308
Ford,F-150 Ffv 4X4,Pickup Truck Standard,3.7,6,Automatic Select Shift 6 Speed,Ethanol E85,20.2,15.3,18,16,288
Ford,F-150 Ffv 4X4,Pickup Truck Standard,5,8,Automatic 6 Speed,Regular Gasoline,16.8,12.6,14.9,19,343
Ford,F-150 Ffv 4X4,Pickup Truck Standard,5,8,Automatic 6 Speed,Ethanol E85,22.4,17,20,14,320
Ford,F-150 Ffv 4X4,Pickup Truck Standard,5,8,Automatic Select Shift 6 Speed,Regular Gasoline,16.7,12.5,14.8,19,340
Ford,F-150 Ffv 4X4,Pickup Truck Standard,5,8,Automatic Select Shift 6 Speed,Ethanol E85,22.4,16.9,19.9,14,318
Ford,F-150 Raptor 4X4,Pickup Truck Standard,6.2,8,Automatic Select Shift 6 Speed,Regular Gasoline,20.4,15,18,16,414
Ford,Fiesta,Subcompact,1.6,4,Automatic Select Shift 6 Speed,Regular Gasoline,8.5,6.5,7.6,37,175
Ford,Fiesta,Subcompact,1.6,4,Manual 5 Speed,Regular Gasoline,8.6,6.4,7.6,37,175
Ford,Fiesta Sfe,Subcompact,1,4,Manual 5 Speed,Regular Gasoline,7.5,5.5,6.6,43,152
Ford,Fiesta Sfe,Subcompact,1.6,4,Automatic Select Shift 6 Speed,Regular Gasoline,8,5.8,7,40,161
Ford,Fiesta St,Compact,1.6,4,Manual 6 Speed,Regular Gasoline,8.9,6.8,8,35,184
Ford,Flex,SUV Standard,3.5,6,Automatic Select Shift 6 Speed,Regular Gasoline,13.2,9.4,11.5,25,264
Ford,Flex Awd,SUV Standard,3.5,6,Automatic Select Shift 6 Speed,Regular Gasoline,13.7,10.2,12.1,23,278
Ford,Flex Awd (Ecoboost),SUV Standard,3.5,6,Automatic Select Shift 6 Speed,Regular Gasoline,14.8,10.4,12.8,22,294
Ford,Focus,Compact,2,4,Manual 6 Speed,Regular Gasoline,10.2,7.4,8.9,32,205
Ford,Focus Ffv,Compact,2,4,Automatic 6 Speed,Regular Gasoline,8.8,6.4,7.7,37,177
Ford,Focus Ffv,Compact,2,4,Automatic 6 Speed,Ethanol E85,11.7,8.5,10.3,27,165
Ford,Focus Ffv,Compact,2,4,Automatic Select Shift 6 Speed,Regular Gasoline,8.9,6.4,7.8,36,179
Ford,Focus Ffv,Compact,2,4,Automatic Select Shift 6 Speed,Ethanol E85,11.7,8.5,10.3,27,165
Ford,Focus Ffv,Compact,2,4,Manual 5 Speed,Regular Gasoline,9.1,6.6,8,35,184
Ford,Focus Ffv,Compact,2,4,Manual 5 Speed,Ethanol E85,11.9,8.9,10.6,27,170
Ford,Focus Sfe Ffv,Compact,2,4,Automatic 6 Speed,Regular Gasoline,8.4,5.8,7.2,39,166
Ford,Focus Sfe Ffv,Compact,2,4,Automatic 6 Speed,Ethanol E85,11.6,8.3,10.1,28,162
Ford,Fusion,Mid Size,1.5,4,Automatic Select Shift 6 Speed,Regular Gasoline,10.1,6.6,8.5,33,196
Ford,Fusion,Mid Size,1.6,4,Manual 6 Speed,Regular Gasoline,9.4,6.4,8.1,35,186
Ford,Fusion,Mid Size,2,4,Automatic Select Shift 6 Speed,Regular Gasoline,10.5,7.1,9,31,207
Ford,Fusion,Mid Size,2.5,4,Automatic Select Shift 6 Speed,Regular Gasoline,10.5,7,8.9,32,205
Ford,Fusion (Start/Stop),Mid Size,1.5,4,Automatic Select Shift 6 Speed,Regular Gasoline,9.5,6.3,8.1,35,186
Ford,Fusion Awd,Mid Size,2,4,Automatic Select Shift 6 Speed,Regular Gasoline,10.9,7.5,9.4,30,216
Ford,Fusion Hybrid,Mid Size,2,4,Continuously Variable,Regular Gasoline,5.3,5.7,5.5,51,126
Ford,Mustang,Subcompact,3.7,6,Automatic 6 Speed,Regular Gasoline,12.1,7.8,10.2,28,235
Ford,Mustang,Subcompact,3.7,6,Manual 6 Speed,Regular Gasoline,12.7,8.1,10.6,27,244
Ford,Mustang,Subcompact,5,8,Automatic 6 Speed,Regular Gasoline,13.3,9.3,11.5,25,264
Ford,Mustang,Subcompact,5,8,Manual 6 Speed,Regular Gasoline,15.4,9.4,12.7,22,292
Ford,Mustang,Subcompact,5.8,8,Manual 6 Speed,Premium Gasoline,15.9,9.9,13.2,21,304
Ford,Mustang Convertible,Subcompact,3.7,6,Automatic 6 Speed,Regular Gasoline,12.5,8.2,10.6,27,244
Ford,Taurus,Full Size,2,4,Automatic Select Shift 6 Speed,Regular Gasoline,10.5,7.3,9.1,31,209
Ford,Taurus Awd,Full Size,3.5,6,Automatic Select Shift 6 Speed,Regular Gasoline,13.7,9.4,11.8,24,271
Ford,Taurus Ffv,Full Size,3.5,6,Automatic Select Shift 6 Speed,Regular Gasoline,12.1,8.1,10.3,27,237
Ford,Taurus Ffv,Full Size,3.5,6,Automatic Select Shift 6 Speed,Ethanol E85,17,11.1,14.3,20,229
Ford,Taurus Ffv Awd,Full Size,3.5,6,Automatic Select Shift 6 Speed,Regular Gasoline,13,9.1,11.2,25,258
Ford,Taurus Ffv Awd,Full Size,3.5,6,Automatic Select Shift 6 Speed,Ethanol E85,18.4,12.5,15.7,18,251
Ford,Transit Connect,Special Purpose Vehicle,1.6,4,Automatic Select Shift 6 Speed,Regular Gasoline,10.8,8,9.5,30,218
Ford,Transit Connect,Special Purpose Vehicle,2.5,4,Automatic Select Shift 6 Speed,Regular Gasoline,11.3,8.2,9.9,29,228
Ford,Transit Connect Taxi,Special Purpose Vehicle,1.6,4,Automatic Select Shift 6 Speed,Regular Gasoline,11.5,8.3,10.1,28,232
Ford,Transit Connect Wagon,Special Purpose Vehicle,2.5,4,Automatic Select Shift 6 Speed,Regular Gasoline,11.9,8.5,10.4,27,239
Gmc,Acadia,SUV Standard,3.6,6,Automatic 6 Speed,Regular Gasoline,14.3,9.9,12.3,23,283
Gmc,Acadia Awd,SUV Standard,3.6,6,Automatic 6 Speed,Regular Gasoline,14.9,10.4,12.9,22,297
Gmc,Savana 1500 Cargo,Van Cargo,4.3,6,Automatic 4 Speed,Regular Gasoline,17.1,12.7,15.1,19,347
Gmc,Savana 1500 Cargo,Van Cargo,5.3,8,Automatic 4 Speed,Regular Gasoline,18,13.4,15.9,18,366
Gmc,Savana 1500 Cargo,Van Cargo,5.3,8,Automatic 4 Speed,Ethanol E85,23.5,17.7,20.9,14,334
Gmc,Savana 1500 Cargo Awd,Van Cargo,5.3,8,Automatic 4 Speed,Regular Gasoline,18.3,14.2,16.5,17,380
Gmc,Savana 1500 Cargo Awd,Van Cargo,5.3,8,Automatic 4 Speed,Ethanol E85,23.7,18.8,21.5,13,344
Gmc,Savana 1500 Cargo Conv,Van Cargo,5.3,8,Automatic 4 Speed,Regular Gasoline,18.6,13.9,16.5,17,380
Gmc,Savana 1500 Cargo Conv,Van Cargo,5.3,8,Automatic 4 Speed,Ethanol E85,23.9,18.5,21.5,13,344
Gmc,Savana 1500 Cargo Conv Awd,Van Cargo,5.3,8,Automatic 4 Speed,Regular Gasoline,18.3,14.2,16.5,17,380
Gmc,Savana 1500 Cargo Conv Awd,Van Cargo,5.3,8,Automatic 4 Speed,Ethanol E85,25.3,19.3,22.6,12,362
Gmc,Savana 1500 Passenger,Van Passenger,5.3,8,Automatic 4 Speed,Regular Gasoline,18.6,13.9,16.5,17,380
Gmc,Savana 1500 Passenger,Van Passenger,5.3,8,Automatic 4 Speed,Ethanol E85,23.9,18.5,21.5,13,344
Gmc,Savana 1500 Passenger Awd,Van Passenger,5.3,8,Automatic 4 Speed,Regular Gasoline,18.3,14.2,16.5,17,380
Gmc,Savana 1500 Passenger Awd,Van Passenger,5.3,8,Automatic 4 Speed,Ethanol E85,25.3,19.3,22.6,12,362
Gmc,Savana 2500 Passenger,Van Passenger,4.8,8,Automatic 6 Speed,Regular Gasoline,21.1,14.2,18,16,414
Gmc,Savana 2500 Passenger,Van Passenger,6,8,Automatic 6 Speed,Regular Gasoline,21.9,15,18.8,15,432
